id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
hy-vee-market-cafe-waterloo,Hy-Vee Market Cafe,['cafes'],42.4587212,-92.3279114,IA,"1227 W 27th St, Cedar Falls, IA 50614",12647.8887794742,5,1,False,,,,,,,,,,,,,,,,,,,,,,,
half-pint-saloon-the-evansdale,Half Pint Saloon the,"['nightlife', 'restaurants']",42.4987411,-92.3017731,IA,"1227 W 27th St, Cedar Falls, IA 50614",13164.0888618584,5,1,False,Yes,No,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
taco-bell-waterloo-8,Taco Bell,"['mexican', 'tex-mex', 'hotdogs']",42.467335,-92.320765,IA,"1227 W 27th St, Cedar Falls, IA 50614",12680.4586184624,5,1,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Quiet,No,No,,No,,No,No,,1
farmers-pick-buffet-waterloo,Farmer's Pick Buffet,['buffets'],42.4472618,-92.3095169,IA,"1227 W 27th St, Cedar Falls, IA 50614",14559.4348940246,2,2,False,,,No,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
big-bills-broasted-chicken-evansdale,Big Bill's Broasted Chicken,['newamerican'],42.4782295,-92.2900391,IA,"1227 W 27th St, Cedar Falls, IA 50614",14603.0392145138,3,1,False,,,,,,,,,,No,,,,,,,,,,,,,
hardees-waterloo-3,Hardees,['hotdogs'],42.459721,-92.328392,IA,"1227 W 27th St, Cedar Falls, IA 50614",12518.3007848214,3,1,False,,,No,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
caseys-carry-out-pizza-evansdale,Casey's Carry Out Pizza,"['convenience', 'pizza']",42.477455,-92.28775,IA,"1227 W 27th St, Cedar Falls, IA 50614",14812.4536345036,4.5,2,False,No,,Yes,,,,,,No,,Yes,,,,,,,,,,,,
east-of-china-evansdale,East of China,['chinese'],42.4768734723,-92.2879195958,IA,"1227 W 27th St, Cedar Falls, IA 50614",14808.9106236857,3,1,False,No,,,,,,,,,,Yes,,,,,,,,,,,,
diamond-daves-waterloo,Diamond Dave's,['mexican'],42.463932,-92.32148,IA,"1227 W 27th St, Cedar Falls, IA 50614",12795.5529792771,1.5,3,False,,,,,,,,,,,,,,,,,,,,,,,
pizza-hut-waterloo,Pizza Hut,"['pizza', 'italian', 'chicken_wings']",42.4641113,-92.3244934,IA,"1227 W 27th St, Cedar Falls, IA 50614",12564.7219073679,4.5,3,False,No,Yes,Yes,Yes,,,,,No,Yes,,Casual,,,,No,,,,,No,,
long-john-silvers-waterloo,Long John Silver's,['seafood'],42.463673,-92.325165,IA,"1227 W 27th St, Cedar Falls, IA 50614",12538.1216661325,2,1,False,No,No,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
wendys-waterloo,Wendy's,"['hotdogs', 'burgers']",42.4686394,-92.3212433,IA,"1227 W 27th St, Cedar Falls, IA 50614",12534.9784136452,2,1,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,,,No,,,,,
