id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
abyssinia-rochester-2,Abyssinia,['ethiopian'],43.1180173,-77.6207918,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5776.410999690938,4.5,43,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,,Yes,Yes,,2
delmonicos-italian-steak-house-rochester,Delmonico's Italian Steak House,"['steak', 'italian', 'seafood']",43.104912,-77.616951,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5223.17782058802,3.5,68,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,,Yes,Yes,,2
lucky-garden-rochester,Lucky Garden,['chinese'],43.0911026000977,-77.6449432373047,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2527.4068046956063,4.0,2,False,Yes,,Yes,Yes,,,,,,No,Yes,,,,,No,,,,,,,1
joes-brooklyn-pizza-henrietta,Joe's Brooklyn Pizza,['pizza'],43.088688,-77.608139,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5432.655483359599,4.5,52,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,No,Casual,Casual,Average,Beer & Wine Only,No,No,No,,No,Yes,,1
kennas-diner-rochester,Kenna's Diner,['diners'],43.0720596,-77.6443405,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2786.7708241849436,3.5,8,False,No,No,Yes,Yes,,Brunch,Private Lot,Yes,,Yes,No,Casual,,Average,,No,,Yes,,Yes,,,1
golden-corral-rochester-2,Golden Corral,"['buffets', 'tradamerican']",43.0888792,-77.6398751,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2867.4344619470066,1.5,47,False,No,No,No,Yes,,"Lunch, Dinner",Private Lot,No,,Yes,Yes,Casual,Casual,Very Loud,No,No,No,No,,Yes,No,,2
chopsticks-chinese-restaurant-rochester,Chopsticks Chinese Restaurant,['chinese'],43.104911,-77.61695,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5182.01735472643,4.0,40,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,,Yes,No,,1
campis-restaurant-rochester,Campi's Restaurant,['restaurants'],43.123466,-77.64418,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5041.758204126832,4.0,13,False,No,No,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,No,No,,Yes,,No,,,1
buffalo-wild-wings-rochester,Buffalo Wild Wings,"['tradamerican', 'sportsbars', 'chicken_wings']",43.0877342224121,-77.61767578125,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4607.084347469226,3.0,41,False,No,No,Yes,Yes,,Dinner,,No,Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,No,,Yes,,Yes,,,2
romanos-macaroni-grill-henrietta,Romano's Macaroni Grill,['italian'],43.0876884460449,-77.6211318969727,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4423.291686056191,3.5,35,False,Yes,No,Yes,Yes,,Lunch,Private Lot,,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,,Yes,Yes,,2
abids-delicatessen-rochester,Abid's Delicatessen,"['grocery', 'delis']",43.0695305,-77.6464157,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2798.8817264045924,5.0,1,False,,,Yes,,,,,,,,,,,,,,,,,,,,1
nathans-soup-and-salad-rochester-2,Nathan's Soup and Salad,"['soup', 'sandwiches']",43.0898514,-77.6138229,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4895.140573605863,4.0,21,False,No,No,Yes,Yes,,Lunch,,Yes,,Yes,Yes,Casual,,Quiet,No,No,,No,,No,,,1
sultan-lebanese-cuisine-and-bakery-rochester,Sultan Lebanese Cuisine & Bakery,"['mideastern', 'bakeries']",43.1179751,-77.6208137,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5771.994990705635,4.0,68,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,No,,No,Yes,,1
red-robin-gourmet-burgers-rochester,Red Robin Gourmet Burgers,"['burgers', 'tradamerican']",43.0871739238501,-77.6216469705105,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4281.70297470697,3.5,37,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,Yes,No,2
the-original-crab-shack-rochester-2,The Original Crab Shack,['seafood'],43.106407,-77.616747,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5314.131369006879,3.0,57,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
sea-restaurant-rochester-3,SEA Restaurant,"['vietnamese', 'asianfusion']",43.1176368,-77.6209887,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5736.664040264959,4.0,27,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,,Yes,No,,1
fireside-grill-and-sports-bar-henrietta,Fireside Grill & Sports Bar,"['tradamerican', 'sportsbars']",43.044232,-77.621184,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",6190.784995885315,4.0,28,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,No,Yes,No,,2
uno-pizzeria-and-grill-rochester,Uno Pizzeria & Grill,"['pizza', 'gluten_free', 'tradamerican']",43.0806846618652,-77.6281661987305,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",3786.56886441512,3.0,21,False,Yes,No,Yes,Yes,,Dessert,,No,,Yes,Yes,Casual,Casual,Quiet,Full Bar,No,Free,Yes,,Yes,,,2
jitters-cafe-rochester-5,Jitters Cafe,"['cafes', 'pizza']",43.0870895,-77.6370239,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2513.865116066274,2.5,25,False,No,Yes,Yes,Yes,,Lunch,Private Lot,,,Yes,Yes,Casual,,Average,No,Yes,Free,No,,No,,,1
shanghai-chinese-restaurant-rochester,Shanghai Chinese Restaurant,['chinese'],43.0935783,-77.6327209,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",3542.4226548217644,3.5,29,False,Yes,Yes,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,,Yes,,,2
tc-rileys-rochester,TC Riley's,"['pubs', 'tradamerican']",43.092036,-77.654868,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",1831.5542663375993,2.0,20,False,No,No,No,Yes,,,,,Yes,No,Yes,Casual,,Average,Full Bar,Yes,No,Yes,,No,,,2
zonies-rochester,Zonies,['newamerican'],43.0901908874512,-77.6438827514648,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2583.722615988256,2.5,16,False,No,Yes,Yes,Yes,,"Dinner, Late Night",Private Lot,,,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,,No,,,1
sheridans-irish-pub-rochester,Sheridan's Irish Pub,"['irish', 'irish_pubs']",43.119842,-77.620178,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5948.00428593604,4.5,35,False,No,No,Yes,Yes,,Dinner,Private Lot,Yes,,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,No,,2
acropolis-family-restaurant-rochester,Acropolis Family Restaurant,['diners'],43.1058082580566,-77.752197265625,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",6741.224704842736,4.5,6,False,,No,,,,,,,,,,,,,,,,,,,,,
just-one-bite-cafe-and-catering-rochester,Just One Bite Cafe & Catering,['cafes'],43.0695305,-77.6464157,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",3421.97732203338,4.0,2,False,,Yes,Yes,Yes,,,,,,Yes,,,,,,No,,,,No,Yes,,1
king-and-i-rochester,King and I,"['vegetarian', 'thai']",43.0909004,-77.6107712,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5178.820911630249,3.5,129,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,,Yes,No,,2
desiatos-deli-and-subs-rochester,Desiato's Deli & Subs,"['delis', 'italian', 'sandwiches']",43.0906372070313,-77.6111907958984,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5197.535142167662,4.5,11,False,No,Yes,Yes,Yes,,Breakfast,Private Lot,No,,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,No,No,Yes,,1
panera-bread-rochester-3,Panera Bread,"['sandwiches', 'salad', 'soup']",43.085763,-77.628277,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",3650.93581792082,3.0,10,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,Free,No,,No,Yes,,1
sushi-palace-rochester,Sushi Palace,"['japanese', 'sushi']",43.0803989668776,-77.6278682039005,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",3811.4498066900815,2.0,20,False,Yes,Yes,Yes,Yes,,Dinner,,Yes,,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,,Yes,Yes,,2
saladworks-rochester,Saladworks,"['salad', 'soup', 'sandwiches']",43.08865,-77.6079936,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5429.174104469706,4.0,20,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,No,Free,No,,No,Yes,,2
